Month,Municipality,Nb.Floor,Nb.Room,Garage,Garden,Furnished,Promise,New.Project,Announcer.Type,price_m2,Region
Jul,ROUIBA,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,PARTICULIER,146153.84615384616,EAST
Jul,ROUIBA,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,214285.7142857143,EAST
Jul,SIDI MOUSSA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,120967.74193548386,SOUTH
Jul,SOUIDANIA,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,116279.06976744186,WEST
Jul,BAB EL OUED,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,155555.55555555556,NORTH
Jul,BARAKI,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,111363.63636363637,SOUTH
Jul,BORDJ EL BAHRI,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,156976.7441860465,EAST
Jul,BORDJ EL KIFFAN,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,93181.81818181818,EAST
Jul,EL ACHOUR,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,25e4,WEST
Jul,HYDRA,1,4,TRUE,FALSE,FALSE,FALSE,TRUE,AGENCE,407407.4074074074,NORTH
Jul,SAOULA,1,4,TRUE,FALSE,FALSE,TRUE,FALSE,PARTICULIER,90476.19047619047,SOUTH
Jul,BIR MOURAD RAIS,7,5,TRUE,FALSE,FALSE,FALSE,TRUE,AGENCE,141791.0447761194,NORTH
Jul,BIR MOURAD RAIS,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,122448.97959183673,NORTH
Jul,BOUZAREAH,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,160493.82716049382,NORTH
Jul,CHERAGA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,257142.85714285713,WEST
Jul,CHERAGA,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,235294.11764705883,WEST
Jul,DAR EL BEIDA,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,147058.82352941178,EAST
Jul,KOUBA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,2e5,NORTH
Jul,OULED FAYET,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,106666.66666666667,WEST
Jul,STAOUELI,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,22e4,WEST
Jul,BIR MOURAD RAIS,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,247368.42105263157,NORTH
Jul,BIR KHADEM,6,4,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,231818.18181818182,NORTH
Jul,BIRTOUTA,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,93157.8947368421,SOUTH
Jul,EL ACHOUR,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,PARTICULIER,2e5,WEST
Jul,EL ACHOUR,1,4,TRUE,TRUE,TRUE,FALSE,TRUE,PARTICULIER,236842.1052631579,WEST
Jul,BIR MOURAD RAIS,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,473684.2105263158,NORTH
Jul,ALGER,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,241666.66666666666,NORTH
Jul,CHERAGA,1,5,TRUE,TRUE,FALSE,FALSE,FALSE,AGENCE,216666.66666666666,WEST
Jul,OULED FAYET,4,5,TRUE,FALSE,FALSE,FALSE,FALSE,AGENCE,52631.57894736842,WEST
Jul,SIDI MOUSSA,3,5,FALSE,FALSE,FALSE,FALSE,TRUE,PARTICULIER,147727.27272727274,SOUTH
Jul,BAB EL OUED,2,3,TRUE,FALSE,FALSE,FALSE,TRUE,AGENCE,187500,NORTH
Jul,BABA HASSEN,1,3,TRUE,FALSE,TRUE,FALSE,TRUE,PARTICULIER,24e4,WEST
Jul,HAMMA ANASSERS,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,178571.42857142858,NORTH
Jul,ALGER,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,210526.31578947368,NORTH
Jul,EL HARRACH,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,208955.223880597,NORTH
Jul,EL MOURADIA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,271428.5714285714,NORTH
Jul,MAHELMA,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,118181.81818181818,WEST
Jul,MOHAMMADIA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,247058.82352941178,NORTH
Jul,SAOULA,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,BUREAU D'AFFAIRE,104651.16279069768,SOUTH
Jul,ZERALDA,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,1e5,WEST
Jul,BEB EZZOUAR,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,22e4,EAST
Jul,BIR MOURAD RAIS,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,310344.8275862069,NORTH
Jul,BIR KHADEM,6,4,TRUE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,212500,NORTH
Jul,BORDJ EL KIFFAN,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,PARTICULIER,88333.33333333333,EAST
Jul,ALGER,9,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,316666.6666666667,NORTH
Jul,ALGER,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,231481.4814814815,NORTH
Jul,CHERAGA,3,4,TRUE,FALSE,FALSE,FALSE,TRUE,AGENCE,247863.24786324787,WEST
Jul,MOHAMMADIA,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,256e3,NORTH
Jul,BIR MOURAD RAIS,6,4,FALSE,FALSE,FALSE,TRUE,FALSE,PARTICULIER,255102.04081632654,NORTH
Jul,SAOULA,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,154166.66666666666,SOUTH
Jul,ZERALDA,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,BUREAU D'AFFAIRE,171818.18181818182,WEST
Jul,BENI MESSOUS,2,5,FALSE,FALSE,TRUE,FALSE,FALSE,PARTICULIER,218181.81818181818,WEST
Jul,BIR MOURAD RAIS,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,263636.36363636365,NORTH
Jul,AIN BENIAN,3,3,TRUE,TRUE,FALSE,FALSE,FALSE,AGENCE,22e4,WEST
Jul,DJISR KSENTINA,5,3,FALSE,FALSE,FALSE,TRUE,FALSE,PARTICULIER,97014.92537313433,SOUTH
Jul,DJISR KSENTINA,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,172413.7931034483,SOUTH
Jul,BEB EZZOUAR,7,3,FALSE,TRUE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,193333.33333333334,EAST
Jul,BIRTOUTA,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,PARTICULIER,184615.38461538462,SOUTH
Jul,BORDJ EL KIFFAN,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,144444.44444444444,EAST
Jul,ALGER,13,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,153225.8064516129,NORTH
Jul,DRARIA,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,AGENCE,193750,WEST
Jul,EL BIAR,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,242857.14285714287,NORTH
Jul,EL HARRACH,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,105882.35294117648,NORTH
Jul,MAHELMA,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,114393.93939393939,WEST
Jul,SIDI MHAMED,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,178571.42857142858,NORTH
Jul,DJISR KSENTINA,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,AGENCE,193693.6936936937,SOUTH
Jul,BEB EZZOUAR,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,14e4,EAST
Jul,HAMMA ANASSERS,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,304347.82608695654,NORTH
Jul,BEN AKNOUN,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,261682.2429906542,NORTH
Jul,BOUZAREAH,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,AGENCE,131481.4814814815,NORTH
Jul,BOUZAREAH,3,4,TRUE,TRUE,FALSE,FALSE,TRUE,PARTICULIER,93750,NORTH
Jul,EL ACHOUR,1,4,FALSE,FALSE,FALSE,TRUE,TRUE,PARTICULIER,29e4,WEST
Jul,EL ACHOUR,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,239130.4347826087,WEST
Jul,MOHAMMADIA,3,4,TRUE,TRUE,FALSE,FALSE,FALSE,PARTICULIER,262500,NORTH
Jul,AIN BENIAN,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,271186.4406779661,WEST
Jul,ALGER,8,5,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,2e5,NORTH
Jul,DJISR KSENTINA,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,171232.87671232875,SOUTH
Jul,BENI MESSOUS,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,222222.22222222222,WEST
Jul,BIR MOURAD RAIS,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,215384.61538461538,NORTH
Jul,BIR KHADEM,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,214285.7142857143,NORTH
Jul,BIRTOUTA,1,3,TRUE,FALSE,TRUE,FALSE,FALSE,BUREAU D'AFFAIRE,256578.94736842104,SOUTH
Jul,BORDJ EL BAHRI,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,105e3,EAST
Jul,BORDJ EL BAHRI,5,3,FALSE,FALSE,FALSE,TRUE,FALSE,PARTICULIER,141176.4705882353,EAST
Jul,ALGER,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,209821.42857142858,NORTH
Jul,CHERAGA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,17e4,WEST
Jul,DAR EL BEIDA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,213333.33333333334,EAST
Jul,EL ACHOUR,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,317647.0588235294,WEST
Jul,EL ACHOUR,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,264367.816091954,WEST
Jul,SOUIDANIA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,168421.05263157896,WEST
Jul,BACH DJERRAH,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,208333.33333333334,NORTH
Jul,DELY BRAHIM,3,4,TRUE,TRUE,FALSE,TRUE,TRUE,AGENCE,26e4,WEST
Jul,OULED FAYET,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,258771.9298245614,WEST
Jul,BEB EZZOUAR,5,5,TRUE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,301886.7924528302,EAST
Jul,ALGER,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,204419.88950276244,NORTH
Jul,DJISR KSENTINA,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,AGENCE,173611.11111111112,SOUTH
Jul,BAB EL OUED,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,171875,NORTH
Jul,BEB EZZOUAR,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,216e3,EAST
Jul,BEB EZZOUAR,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,266666.6666666667,EAST
Jul,BEB EZZOUAR,5,3,FALSE,FALSE,FALSE,TRUE,FALSE,PARTICULIER,235714.2857142857,EAST
Jul,BEB EZZOUAR,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,228571.42857142858,EAST
Jul,BORDJ EL BAHRI,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,145e3,EAST
Jul,BORDJ EL KIFFAN,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,158333.33333333334,EAST
Jul,BOUZAREAH,1,3,FALSE,FALSE,TRUE,FALSE,TRUE,PARTICULIER,205479.45205479453,NORTH
Jul,KOUBA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,287500,NORTH
Jul,REGHAIA,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,PARTICULIER,1e5,EAST
Jul,BIR MOURAD RAIS,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,243750,NORTH
Jul,AIN TAYA,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,161290.32258064515,EAST
Jul,BIR KHADEM,10,4,FALSE,FALSE,FALSE,FALSE,TRUE,PARTICULIER,70422.5352112676,NORTH
Jul,BIR KHADEM,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,25e4,NORTH
Jul,BORDJ EL KIFFAN,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,BUREAU D'AFFAIRE,76190.47619047618,EAST
Jul,ALGER,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,25e4,NORTH
Jul,BEB EZZOUAR,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,146666.66666666666,EAST
Jul,DJISR KSENTINA,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,2e5,SOUTH
Jul,DJISR KSENTINA,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,178082.19178082192,SOUTH
Jul,BENI MESSOUS,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,121621.62162162163,WEST
Jul,BIRTOUTA,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,114285.71428571429,SOUTH
Jul,BIRTOUTA,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,187500,SOUTH
Jul,BIRTOUTA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,85714.28571428571,SOUTH
Jul,BOLOGHINE IBN ZIRI,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,153225.8064516129,NORTH
Jul,BORDJ EL KIFFAN,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,232673.26732673266,EAST
Jul,BORDJ EL KIFFAN,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,156250,EAST
Jul,DRARIA,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,235714.2857142857,WEST
Jul,EL HARRACH,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,190476.19047619047,NORTH
Jul,EL MARSA,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,193846.15384615384,EAST
Jul,OULED FAYET,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,AGENCE,234693.8775510204,WEST
Jul,RAIS HAMIDOU,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,128870.96774193548,NORTH
Jul,BARAKI,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,106097.56097560975,SOUTH
Jul,BEN AKNOUN,4,4,TRUE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,95238.09523809524,NORTH
Jul,DELY BRAHIM,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,25e4,WEST
Jul,RAIS HAMIDOU,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,188235.29411764705,NORTH
Jul,AIN TAYA,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,133333.33333333334,EAST
Jul,BIR KHADEM,9,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,162500,NORTH
Jul,BORDJ EL BAHRI,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,178571.42857142858,EAST
Jul,BORDJ EL BAHRI,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,137500,EAST
Jul,BORDJ EL BAHRI,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,242105.26315789475,EAST
Jul,EL ACHOUR,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,AGENCE,307216.4948453608,WEST
Jul,LES EUCALYPTUS,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,PARTICULIER,128571.42857142857,SOUTH
Jul,SOUIDANIA,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,95714.28571428571,WEST
Jul,ZERALDA,9,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,111842.1052631579,WEST
Jul,BEB EZZOUAR,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,2e5,EAST
Jul,BIR KHADEM,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,170370.37037037036,NORTH
Jul,BIRTOUTA,3,4,TRUE,TRUE,FALSE,FALSE,FALSE,AGENCE,18e4,SOUTH
Jul,BIRTOUTA,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,PARTICULIER,91836.73469387754,SOUTH
Jul,BIRTOUTA,3,4,FALSE,FALSE,FALSE,FALSE,TRUE,PARTICULIER,1e5,SOUTH
Jul,BORDJ EL KIFFAN,5,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,2e5,EAST
Jul,DAR EL BEIDA,7,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,181818.18181818182,EAST
Jul,DELY BRAHIM,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,220930.23255813954,WEST
Jul,ALGER,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,178571.42857142858,NORTH
Jul,BAINS ROMAINS,3,5,FALSE,FALSE,FALSE,FALSE,TRUE,AGENCE,171428.57142857142,NORTH
Jul,BEB EZZOUAR,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,24e4,EAST
Jul,CHERAGA,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,AGENCE,333333.3333333333,WEST
Jul,CHERAGA,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,230769.23076923078,WEST
Jul,BAINS ROMAINS,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,179487.1794871795,NORTH
Jul,SOUIDANIA,1,3,FALSE,FALSE,FALSE,TRUE,TRUE,AGENCE,188888.88888888888,WEST
Jul,AIN TAYA,4,4,FALSE,TRUE,FALSE,FALSE,TRUE,PARTICULIER,125e3,EAST
Jul,BORDJ EL BAHRI,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,179166.66666666666,EAST
Jul,BORDJ EL KIFFAN,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,AGENCE,152439.0243902439,EAST
Jul,BORDJ EL KIFFAN,15,4,FALSE,FALSE,FALSE,FALSE,TRUE,PARTICULIER,105882.35294117648,EAST
Jul,ALGER,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,222222.22222222222,NORTH
Jul,KOUBA,5,4,FALSE,TRUE,FALSE,FALSE,TRUE,PARTICULIER,214814.8148148148,NORTH
Jul,BIR MOURAD RAIS,6,4,TRUE,FALSE,FALSE,FALSE,TRUE,AGENCE,219298.24561403508,NORTH
Jul,SAOULA,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,14e4,SOUTH
Jul,SOUIDANIA,1,4,TRUE,FALSE,FALSE,FALSE,FALSE,AGENCE,170454.54545454544,WEST
Jul,SOUIDANIA,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,197674.41860465117,WEST
Jul,SOUIDANIA,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,AGENCE,136986.301369863,WEST
Jul,ZERALDA,3,4,FALSE,FALSE,FALSE,TRUE,FALSE,PARTICULIER,153333.33333333334,WEST
Jul,AIN BENIAN,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,210526.31578947368,WEST
Jul,BEB EZZOUAR,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,257352.9411764706,EAST
Jul,BIR MOURAD RAIS,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,283132.5301204819,NORTH
Jul,BIR KHADEM,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,AGENCE,194805.1948051948,NORTH
Jul,BIRTOUTA,2,3,FALSE,TRUE,TRUE,TRUE,FALSE,PARTICULIER,214285.7142857143,SOUTH
Jul,BORDJ EL KIFFAN,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,PARTICULIER,1e5,EAST
Jul,BORDJ EL KIFFAN,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,PARTICULIER,88888.88888888889,EAST
Jul,CHERAGA,1,3,TRUE,FALSE,FALSE,FALSE,TRUE,BUREAU D'AFFAIRE,2e5,WEST
Jul,DELY BRAHIM,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,315533.98058252427,WEST
Jul,KOUBA,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,AGENCE,269230.76923076925,NORTH
Jul,LES EUCALYPTUS,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,121875,SOUTH
Jul,ROUIBA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,97402.5974025974,EAST
Jul,BIR MOURAD RAIS,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,237804.8780487805,NORTH
Jul,SIDI MOUSSA,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,150602.4096385542,SOUTH
Jul,SOUIDANIA,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,BUREAU D'AFFAIRE,18e4,WEST
Jul,SOUIDANIA,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,BUREAU D'AFFAIRE,18e4,WEST
Jul,ZERALDA,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,132857.14285714287,WEST
Jul,BEB EZZOUAR,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,301204.8192771084,EAST
Jul,CHERAGA,1,4,TRUE,FALSE,FALSE,FALSE,TRUE,BUREAU D'AFFAIRE,2e5,WEST
Jul,CHERAGA,2,4,TRUE,FALSE,FALSE,FALSE,TRUE,BUREAU D'AFFAIRE,2e5,WEST
Jul,CHERAGA,2,4,TRUE,FALSE,FALSE,FALSE,TRUE,BUREAU D'AFFAIRE,2e5,WEST
Jul,OULED FAYET,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,203703.7037037037,WEST
Jul,SOUIDANIA,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,BUREAU D'AFFAIRE,16e4,WEST
Jul,AIN BENIAN,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,135294.11764705883,WEST
Jul,DJISR KSENTINA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,2e5,SOUTH
Jul,BABA HASSEN,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,PARTICULIER,222222.22222222222,WEST
Jul,BAINS ROMAINS,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,166666.66666666666,NORTH
Jul,HYDRA,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,388235.29411764705,NORTH
Jul,KOUBA,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,140625,NORTH
Jul,LES EUCALYPTUS,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,75e3,SOUTH
Jul,MAHELMA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,125e3,WEST
Jul,OUED SMAR,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,207317.07317073172,SOUTH
Jul,OULED FAYET,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,237113.40206185568,WEST
Jul,BOUZAREAH,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,32e4,NORTH
Jul,DOUERA,2,4,FALSE,FALSE,FALSE,FALSE,TRUE,PARTICULIER,82474.22680412371,SOUTH
Jul,EL ACHOUR,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,BUREAU D'AFFAIRE,170370.37037037036,WEST
Jul,BIR MOURAD RAIS,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,305263.15789473685,NORTH
Jul,ALGER,4,5,FALSE,FALSE,TRUE,FALSE,FALSE,BUREAU D'AFFAIRE,156250,NORTH
Jul,EL ACHOUR,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,22e4,WEST
Jul,AIN BENIAN,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,AGENCE,195652.1739130435,WEST
Jul,BAB EL OUED,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,147058.82352941178,NORTH
Jul,BAB EL OUED,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,16e4,NORTH
Jul,BIR MOURAD RAIS,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,253333.33333333334,NORTH
Jul,BIR KHADEM,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,189873.41772151898,NORTH
Jul,BORDJ EL BAHRI,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,188235.29411764705,EAST
Jul,BOUROUBA,1,3,TRUE,TRUE,FALSE,TRUE,TRUE,PARTICULIER,171428.57142857142,NORTH
Jul,ALGER,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,187500,NORTH
Jul,ALGER,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,202380.95238095237,NORTH
Jul,DOUERA,4,3,FALSE,FALSE,FALSE,TRUE,FALSE,PARTICULIER,93750,SOUTH
Jul,EL ACHOUR,2,3,FALSE,FALSE,FALSE,TRUE,TRUE,BUREAU D'AFFAIRE,22e4,WEST
Jul,KOUBA,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,PARTICULIER,180851.06382978722,NORTH
Jul,KOUBA,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,293750,NORTH
Jul,SOUIDANIA,1,3,TRUE,FALSE,FALSE,FALSE,TRUE,PARTICULIER,170588.23529411765,WEST
Jul,HAMMA ANASSERS,7,4,FALSE,FALSE,FALSE,FALSE,FALSE,BUREAU D'AFFAIRE,222429.90654205607,NORTH
Jul,ALGER,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,AGENCE,283950.6172839506,NORTH
Jul,CHERAGA,2,4,TRUE,FALSE,TRUE,FALSE,TRUE,PARTICULIER,226086.95652173914,WEST
